700000000000000000,70000001609b96bc20
7005dee7b6d97596e3,7005dee9044e0f2912
7005e7a63ac36ceb7a,7005e7a794259e71a9
7005ebfe1ce6f01c8b,7005ebff6d11e9b8b6
7005f1c80cecd0e63c,7005f1c95c47532166
7005fc51409ee3a1c4,7005fc5285f39aa1ed
7006025120a0e1c01b,7006025266f35d0c43
700604c9734c491910,700604cab9f4e22538
700608465377b476b2,70060847996db0d4da
70060904a9b98b6c3a,70060905f067c55e62
70060ba0195365638b,70060ba1600b6f8ab3
70060db0cd1be3da07,70060db2131837202f
70060f4ad773e0b696,70060f4c1e06c7dbbe
700613dfc72b3925f4,700613e10de163331c
700613e23dad11f419,700613e414af1c36c5
700613e4ba41846e2d,700613e6008c97f255
700613e67eb0b29bc6,700613e7c69516bbed
700618ece3e1252dc8,700618ee2bbd5401ef
7006194d01c86ca74f,7006194e49a762a776
70061c21c69147a5b9,70061c230e760a3de0
70061d5f4e2d15e978,70061d609606d7159f
70061e2cb0d3eb1f96,70061e2df8a968ebbc
70061f4b798112aa08,70061f4cc13036b62e
70061f5a1922c3bffb,70061f5b602d07dc21
70061f87b3dbc34ced,70061f88fbbca5f513
700645c66fb3c137eb,700645c7b7934d4011
70065b0f5ce0ed934e,70065b10a4ba647374
70067e0a1695923e39,70067e0b5e61b5525f
70067ed9c5d31cac70,70067edb0d75628c95
700684045689ac09eb,700684059e17ae5a10
70068b558c7021613f,70068b56d3e98d6164
70068bae1b23b8d505,70068baf62ac88622a
70068c3948e18e5f51,70068c3a90771a7f76
700690103bc9357be8,70069011837b3e5c0d
70069e2e9fc007aead,70069e3067454a4fd2
7006c8b253dfb78dcc,7006c8b39b5e14f9f1
7007102c63ba55c008,7007102dab46a3682d
700746edadc10ead2c,700746eef4666cb951
70074b837fa4de7d89,70074b84c63461f9ae
700819f69bd2fcb955,700819f7e31462f57a
7008911094b1c08fa7,70089111dbf1c4cfcc
7008a5ac2ef604ca43,7008a5ad71deb42a68
7008e0da0819e9c272,7008e0db4b13c4d697
7008f5336c78ff1148,7008f534b305b0e16d
7008f9bfb3a9bc7ddc,7008f9c0fa8c11fe01
70091528876b8aeb33,70091529cdec48d757
700949ae3f9dc3ebc8,700949af86dc90e3ec
70097bda38b9c9e1c2,70097bdb7efbd335e6
7009940b17679d64a6,7009940c5dd71634ca
7009a2cd062bb9d833,7009a2ce4cbc5d8857
7009a6102c11b7f72c,7009a611733ad60050
7009af19534b79a88f,7009af1a9990bd9cb3
7009b72373f8214469,7009b724ba36a1948d
7009b977ba6b3a4234,7009b979009b4b4a58
7009bda4093636ca56,7009bda543f58b2a7a
7009c07aaf4a244de7,7009c07bea1d22560b
7009c2834956b13568,7009c284842f90118c
7009c90ec966bfe509,7009c9100377e4622d
7009f9bbb30cb1b54f,7009f9bced17e7b172
7009ff32468c8c3414,7009ff3380921a2837
700a03f9fb1d6937e0,700a03fb35256ddc03
700a08a70a43c4317f,700a08a845328cf5a2
700a156e748976a464,700a156faf647d3087
700a397b7255647625,700a397cad26e4d348
700a76edead67540a8,700a76ef24d236c8cb
700ad28c484fb94225,700ad28d8338054248
700af8c0ba748ea2c1,700af8c1f5428a0ee4
700af98d86613f6757,700af98ec13b45d77a
700b44615f68c2138e,700b44629a229bcbb1
700b543a44f96cc3c5,700b543b7fa4275fe8
700b5f4804897cca9e,700b5f493f4e3fe3c1
700c5161aed5fbb8a0,700c5162e9a633d8c2
700c88d939749a7df1,700c88da743a50da13
700ca0abbc49a58df5,700ca0acf71d058b17
700cc67fea1b1116b9,700cc6812503cc6edc
700d1ae85e71720323,700d1ae9992b29d345
700d2e51347d10f088,700d2e526f43741cab
700d56ed6aea236d19,700d56eea5ac5fc13c
700d5bde134b80199d,700d5bdf4d55255dc0
700d7c13a5d174bc81,700d7c14dfd73aa4a4
700dc44859332e2148,700dc44993f3ad016b
700dc8d8a4122111c9,700dc8d9de199915ec
700dca908440e751e4,700dca91be4d2f6206
700dcdac614ec9f273,700dcdad9b5a721e96
700dce338120977d78,700dce34bb2ba6b59b
700e291c5297ab5ccc,700e291d8d61a710ef
700ec2a9da29331cbe,700ec2ab1431ff3ce1
700ed2dfcaf54ce561,700ed2e0f8c9feb184
700f0d3db87c884337,700f0d3ef29577cf5a
700f4fc68a9c6ad051,700f4fc7c4a6d3fc74
700f60ad27eed0216e,700f60ae61e9fded90
700f7a22bf7cb62d3f,700f7a23f973772d62
700f7fb130f7c26a1c,700f7fb26ae9346e3f
700f83f923f980ba2a,700f83fa5de09cce4d
700f883a63af5f3159,700f883b9da390f17c
700f896c32211dc78e,700f896d6c13f3e7b1
700f8da6ec7c6679e9,700f8da8267452d20c
700f9f57583323108f,700f9f589203a420b2
700fa99eae83f5447f,700fa99fe8768c68a2
700fd3e4f408034f8a,700fd3e62df7d12bad
700fea20083182674d,700fea2142144bfb70
700ff02be664d77137,700ff02d204d92995a
701001429a31071677,70100143d4d9527b9a
701081b2dee91ab7f6,701081b418c2b21919
7010e99f5218fdd2b0,7010e9a08bf3d5cbd3
7010ecbf880dc21882,7010ecc0c1e3ab0ca5
7010ee5545122ae57e,7010ee567f0c97e9a1
7010f0149a5d508a27,7010f015d4fa467a4a
7010f237bf62f8a726,7010f238fa1e2a2b49
7010f9a401f247baf1,7010f9a53bf311f314
7010f9c34932df3488,7010f9c48337bfb8ab
7010fa020fff007478,7010fa034a0806409a
7010fdbfc8331e611d,7010fdc10235c59a3f
701100c7aa82a64ca2,701100c8e543bce4c4
7011235347ef397f3c,7011235481f70d3f5e
7011313cc393d5fca8,7011313dfdaa3964ca
70113d2df1c8dbf495,70113d2f2be1a4d0b7
70113f954a6ed92fdc,70113f96847fbbd7fe
70114041bd0c2235a7,70114042f71af975c9
701140ebe6a8392eb8,701140ed215cb216da
70114212d994bde2c8,7011421414646116ea
7011423c50b653c9db,7011423d8b85ae3dfd
701144f67908eb7e52,701144f7b3dbfc3674
701146433972a7780a,7011464474498f912c
7011477391bb15f70f,70114774cc8a97c331
7011500928575b9024,7011500a62fe313c46
70115048fc8283b9b2,7011504a374c4695d4
7011574fc9de0e5dcb,7011575104c1b961ed
70115bdf0b27de10ea,70115be045fee8850c
701161586b2233e15c,70116159a5ff72cd7e
70116a6d9754b7788c,70116a6ed22c08b8ae
701176804ff8f23165,701176818ad6ee3187
70117f6dcaff6da188,70117f6f05de7545aa
7011904a0ee47bd7ef,7011904b49cc08f011
70119389bfe50a4985,7011938afade5f85a7
7011a26c606d103426,7011a26d9b59715448
7011cb70ac5256924c,7011cb71e757351e6e
7011ea58fbb1e677be,7011ea5a36be5bafe0
70121bb88afac6f6c4,70121bb9c60b70a8e6
701234989945f61b9e,70123499d447fc77c0
7012349c2b073c2009,7012349d6611f7e42b
701237fb183224acc3,701237fc533e5384e5
70123ddbeac5d84630,70123ddd24f5698252
70123e9a5314c24a22,70123e9b8df8ea2e44
70123fa2f8a9171546,70123fa433a75b4168
70125052200aca2752,701250535b0a678773
701262bcb7e6efad9d,701262bdf2df2b49be
7012a05a1a0f38a7aa,7012a05b550b7c43cb
7012e69080adc41f33,7012e691bb912ccb54
7012f240342cdd9ed1,7012f2416f09bfdaf2
